Ind#;Desired DVs;Actual DVs;Perf. Metrics
1657;0.325,1.871,0.669,1.662,0.313,0.369,0.416,1.059,0.747,1.682,0.367,1.669,0.672,1.116,0.631,1.158,0.190,1.729,0.650,1.360,0.539,0.807,0.598,1.722,0.526,1.459,0.424,0.846,0.458,1.108;0.200,1.500,0.600,1.500,0.200,0.500,0.600,1.500,0.600,1.500,0.200,1.500,0.600,1.500,0.600,1.500,0.200,1.500,0.600,1.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,0.500,0.600,1.500;565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002
1658;0.560,1.245,0.592,0.313,0.517,1.164,0.324,0.625,0.370,1.046,0.568,0.818,0.636,0.897,0.608,0.514,0.410,0.798,0.399,0.352,0.404,0.985,0.708,1.161,0.396,0.950,0.461,1.280,0.476,1.066;0.600,1.500,0.600,0.500,0.600,1.500,0.200,0.500,0.200,1.500,0.600,0.500,0.600,0.500,0.600,0.500,0.600,0.500,0.200,0.500,0.600,0.500,0.600,1.500,0.200,0.500,0.600,1.500,0.600,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002
1659;0.421,1.159,0.558,0.897,0.482,0.761,0.510,1.612,0.348,0.906,0.397,1.169,0.508,0.803,0.624,1.156,0.457,0.779,0.338,0.598,0.642,0.898,0.388,1.304,0.456,1.191,0.477,0.665,0.514,0.901;0.600,1.500,0.600,0.500,0.600,0.500,0.600,1.500,0.200,0.500,0.200,1.500,0.600,0.500,0.600,1.500,0.600,0.500,0.200,0.500,0.600,0.500,0.200,1.500,0.600,1.500,0.600,0.500,0.600,0.500;1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116
1660;0.573,0.461,0.248,1.061,0.159,0.876,0.525,0.730,0.708,0.892,0.603,1.222,0.386,1.087,0.683,1.856,0.717,1.088,0.622,0.293,0.293,0.848,0.592,0.560,0.199,1.606,0.552,1.071,0.240,0.614;0.600,0.500,0.200,1.500,0.200,0.500,0.600,0.500,0.600,0.500,0.600,1.500,0.200,1.500,0.600,1.500,0.600,1.500,0.600,0.500,0.200,0.500,0.600,0.500,0.200,1.500,0.600,1.500,0.200,0.500;1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
1661;0.533,1.202,0.412,1.049,0.412,1.089,0.590,1.142,0.270,1.252,0.481,1.354,0.294,1.003,0.587,0.910,0.544,1.568,0.479,0.660,0.357,0.664,0.541,1.048,0.277,0.966,0.506,0.969,0.286,0.963;0.600,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.200,1.500,0.600,1.500,0.200,1.500,0.600,0.500,0.600,1.500,0.600,0.500,0.200,0.500,0.600,1.500,0.200,0.500,0.600,0.500,0.200,0.500;1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646
1662;0.380,1.183,0.615,1.018,0.392,1.160,0.277,1.056,0.525,1.045,0.372,1.319,0.660,0.669,0.520,0.391,0.517,1.175,0.448,0.711,0.248,0.978,0.791,0.368,0.228,0.407,0.400,0.982,0.501,0.256;0.200,1.500,0.600,1.500,0.200,1.500,0.200,1.500,0.600,1.500,0.200,1.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,0.500,0.200,0.500,0.600,0.500,0.200,0.500,0.200,0.500,0.600,0.500;565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116
1663;0.386,0.966,0.421,0.598,0.427,1.030,0.542,0.850,0.505,0.885,0.501,1.041,0.293,0.954,0.537,1.144,0.344,0.673,0.518,0.927,0.307,0.808,0.543,1.160,0.264,1.310,0.446,1.155,0.285,0.857;0.200,0.500,0.600,0.500,0.600,1.500,0.600,0.500,0.600,0.500,0.600,1.500,0.200,0.500,0.600,1.500,0.200,0.500,0.600,0.500,0.200,0.500,0.600,1.500,0.200,1.500,0.600,1.500,0.200,0.500;518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
1664;0.439,1.023,0.553,0.526,0.436,1.371,0.586,0.527,0.315,1.000,0.539,1.488,0.359,0.834,0.553,1.539,0.444,1.250,0.283,1.145,0.567,1.203,0.445,0.626,0.281,1.315,0.374,0.953,0.292,0.509;0.600,1.500,0.600,0.500,0.600,1.500,0.600,0.500,0.200,1.500,0.600,1.500,0.200,0.500,0.600,1.500,0.600,1.500,0.200,1.500,0.600,1.500,0.600,0.500,0.200,1.500,0.200,0.500,0.200,0.500;1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646
1665;0.525,1.095,0.392,0.588,0.275,1.204,0.494,0.665,0.402,0.680,0.623,1.025,0.488,0.792,0.586,0.895,0.503,0.777,0.471,1.698,0.478,1.012,0.464,0.971,0.496,0.873,0.364,0.766,0.379,1.347;0.600,1.500,0.200,0.500,0.200,1.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,0.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,0.500,0.600,0.500,0.200,0.500,0.200,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533
1666;0.271,0.813,0.461,0.801,0.322,0.972,0.499,0.989,0.434,0.706,0.286,1.524,0.377,1.521,0.447,1.052,0.296,1.459,0.380,0.441,0.460,0.488,0.646,0.701,0.610,1.135,0.312,1.249,0.219,0.636;0.200,0.500,0.600,0.500,0.200,0.500,0.600,0.500,0.600,0.500,0.200,1.500,0.200,1.500,0.600,1.500,0.200,1.500,0.200,0.500,0.600,0.500,0.600,0.500,0.600,1.500,0.200,1.500,0.200,0.500;518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646
1667;0.366,0.931,0.356,0.766,0.437,1.038,0.553,1.041,0.374,0.880,0.582,1.055,0.627,1.043,0.609,1.055,0.360,0.709,0.455,0.512,0.384,0.971,0.555,1.160,0.329,0.813,0.494,1.096,0.279,0.912;0.200,0.500,0.200,0.500,0.600,1.500,0.600,1.500,0.200,0.500,0.600,1.500,0.600,1.500,0.600,1.500,0.200,0.500,0.600,0.500,0.200,0.500,0.600,1.500,0.200,0.500,0.600,1.500,0.200,0.500;518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
1668;0.523,0.806,0.451,1.158,0.352,0.960,0.626,0.736,0.291,0.720,0.295,0.910,0.497,0.765,0.303,1.026,0.344,0.948,0.415,0.719,0.669,0.879,0.544,1.418,0.401,1.237,0.327,1.316,0.329,1.159;0.600,0.500,0.600,1.500,0.200,0.500,0.600,0.500,0.200,0.500,0.200,0.500,0.600,0.500,0.200,1.500,0.200,0.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,1.500,0.200,1.500,0.200,1.500;1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533
1669;0.345,1.130,0.401,0.700,0.275,0.805,0.553,1.129,0.349,0.697,0.526,1.349,0.612,1.030,0.547,1.375,0.270,1.016,0.453,0.688,0.242,1.212,0.491,1.207,0.258,1.235,0.614,1.366,0.179,0.958;0.200,1.500,0.600,0.500,0.200,0.500,0.600,1.500,0.200,0.500,0.600,1.500,0.600,1.500,0.600,1.500,0.200,1.500,0.600,0.500,0.200,1.500,0.600,1.500,0.200,1.500,0.600,1.500,0.200,0.500;565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
1670;0.474,1.123,0.424,0.987,0.433,1.349,0.187,0.981,0.447,0.792,0.302,1.449,0.415,0.632,0.558,0.458,0.184,0.453,0.298,0.760,0.436,0.409,0.473,1.069,0.207,1.597,0.635,1.076,0.266,1.105;0.600,1.500,0.600,0.500,0.600,1.500,0.200,0.500,0.600,0.500,0.200,1.500,0.600,0.500,0.600,0.500,0.200,0.500,0.200,0.500,0.600,0.500,0.600,1.500,0.200,1.500,0.600,1.500,0.200,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533
1671;0.420,1.275,0.390,1.021,0.377,1.274,0.580,1.349,0.580,0.876,0.515,0.817,0.456,0.858,0.631,0.544,0.363,0.974,0.471,0.508,0.387,0.468,0.505,0.648,0.401,1.440,0.430,1.400,0.244,1.090;0.600,1.500,0.200,1.500,0.200,1.500,0.600,1.500,0.600,0.500,0.600,0.500,0.600,0.500,0.600,0.500,0.200,0.500,0.600,0.500,0.200,0.500,0.600,0.500,0.600,1.500,0.600,1.500,0.200,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533
